sale_id,date_key,rep_key,doctor_key,product_key,territory_key,quantity_sold,discount_percent,marketing_spend,revenue
30873,591,3,316,2,24,2,3.18,1170.31,763.25
30874,375,12,309,17,22,39,5.87,4251.03,9096.18
30875,36,37,478,11,19,44,4.01,3549.69,20416.69
30876,28,31,357,17,19,61,5.76,4149.26,14243.98
30877,372,13,151,15,12,90,11.18,3945.88,15213.8
30878,86,23,172,19,22,19,5.38,3332.99,6083.15
30879,188,13,446,19,8,42,10.39,3350.79,12734.96
30880,305,6,77,6,25,46,7.9,2641.41,4908.95
30881,422,48,489,9,4,26,7.35,125.32,1484.36
30882,80,3,368,5,19,55,9.47,3404.66,11422.17
30883,186,7,422,9,16,4,11.71,1815.04,217.62
30884,5,10,314,5,16,25,12.65,2999.92,5009.52
30885,558,31,375,19,8,35,4.05,2502.71,11363.31
30886,497,4,365,7,22,38,8.19,558.2,7514.48
30887,509,44,398,8,1,90,14.49,1824.82,6209.05
30888,614,6,164,8,9,58,13.19,1582.15,4062.22
30889,2,18,441,10,16,52,0.81,986.48,5715.96
30890,217,7,56,4,21,52,12.34,3597.61,12587.8
30891,537,34,169,11,13,32,5.69,4098.88,14588.63
30892,257,23,389,11,17,21,5.05,2234.4,9638.75
30893,453,8,75,13,22,84,4.8,2122.17,38754.09
30894,424,50,144,20,24,31,11.64,3354.55,4032.59
30895,324,24,332,12,3,9,9.01,4565.96,2434.54
30896,499,28,273,8,18,29,6.58,4119.12,2185.77
30897,581,45,159,14,7,72,12.49,3627.59,15412.82
30898,197,3,200,13,6,52,7.64,4240.67,23274.94
30899,504,13,396,13,6,51,9.82,4205.76,22288.55
30900,272,39,392,4,6,47,11.66,404.04,11465.69
30901,694,33,269,6,14,49,1.46,532.93,5594.74
30902,18,50,375,6,3,76,8.08,685.76,8094.59
30903,107,16,151,10,22,56,1.9,1523.95,6088.01
30904,529,11,261,3,17,60,9.01,1128.23,7025.16
30905,125,29,456,10,8,52,14.77,3024.37,4911.5
30906,483,25,259,18,24,71,11.32,2480.82,6142.02
30907,594,17,127,14,4,21,4.59,2833.19,4901.23
30908,4,37,491,5,2,26,12.85,4038.22,5197.97
30909,627,6,453,7,12,80,1.28,1963.97,17010.64
30910,351,46,496,15,20,62,9.86,1424.28,10636.38
30911,351,14,298,4,12,10,14.33,3796.82,2365.78
30912,649,19,298,4,7,83,4.05,3629.06,21992.17
30913,228,37,281,13,14,11,1.18,2716.74,5267.92
30914,16,50,96,18,11,12,13.42,1060.36,1013.51
30915,425,43,80,6,22,34,11.58,699.28,3483.38
30916,464,12,75,17,5,99,4.76,4263.1,23362.58
30917,724,19,152,20,6,35,10.28,2837.85,4623.0
30918,246,21,105,14,1,27,10.56,4188.35,5907.28
30919,177,29,88,6,18,77,11.25,1310.11,7918.27
30920,543,28,126,7,10,98,0.53,3096.71,20996.35
30921,509,17,438,9,25,18,14.68,500.72,946.34
30922,562,49,423,16,1,29,5.14,847.12,7641.01
30923,655,2,316,1,7,60,11.57,2610.84,17127.65
30924,564,6,381,12,24,19,10.32,4913.98,5065.58
30925,233,25,46,19,19,31,1.32,2840.4,10351.01
30926,678,19,445,4,18,37,5.65,1905.23,9640.26
30927,38,6,430,14,5,71,4.69,3386.57,16553.46
30928,491,1,406,4,5,26,13.93,237.55,6179.74
30929,444,46,338,11,8,62,11.9,317.56,26404.27
30930,20,34,465,2,19,84,10.85,4724.34,29517.07
30931,611,21,65,2,7,42,6.45,984.23,15486.94
30932,727,21,140,7,24,70,3.59,3719.08,14536.02
30933,556,44,87,9,11,66,13.3,844.43,3526.02
30934,111,49,264,10,24,51,6.17,486.5,5303.1
30935,487,27,353,11,15,77,5.59,3278.97,35141.1
30936,89,23,268,3,2,25,9.31,3563.8,2917.5
30937,319,36,81,2,18,50,9.08,4295.78,17918.51
30938,118,36,222,7,21,15,1.85,3240.14,3171.08
30939,434,32,359,6,9,3,0.8,368.01,344.83
30940,239,39,235,16,5,53,11.62,4534.36,13010.67
30941,72,45,77,5,8,52,2.91,3796.12,11581.67
30942,399,17,444,8,23,12,4.79,723.12,921.79
30943,404,14,405,20,20,79,12.8,4524.42,10141.69
30944,675,22,125,2,17,17,11.09,2696.91,5957.61
30945,251,17,265,5,2,82,1.58,1109.02,18513.59
30946,195,29,119,7,22,38,11.34,1502.37,7256.66
30947,572,48,284,8,4,50,8.76,3832.03,3680.62
30948,610,48,455,11,21,87,7.35,2028.05,38964.7
30949,585,38,210,8,7,41,4.37,186.28,3163.33
30950,222,26,498,19,2,67,11.97,2302.54,19957.1
30951,631,31,170,4,22,17,4.45,591.61,4485.64
30952,182,34,289,11,10,87,8.91,1691.47,38308.63
30953,730,27,302,2,22,82,6.46,336.78,30233.18
30954,256,17,320,11,5,80,6.96,109.71,35980.43
30955,88,23,407,2,12,89,8.99,1726.05,31926.53
30956,492,34,437,7,18,82,5.64,4816.81,16665.84
30957,336,18,65,11,23,16,13.43,794.62,6695.67
30958,538,21,311,17,1,45,5.3,954.67,10559.14
30959,407,20,423,6,16,53,11.6,101.6,5428.74
30960,633,32,192,5,14,4,6.11,1034.1,861.53
30961,289,12,122,19,4,15,3.52,2153.1,4896.89
30962,362,4,211,4,16,17,5.89,4802.91,4418.04
30963,441,9,403,11,10,75,3.76,3338.07,34891.81
30964,30,11,4,13,7,95,9.32,3481.29,41748.07
30965,714,49,7,3,21,89,4.74,259.47,10909.67
30966,548,30,413,17,12,86,1.81,3191.33,20923.39
30967,637,45,112,12,18,21,4.7,2608.13,5949.66
30968,223,26,487,10,7,15,8.38,595.43,1523.0
30969,124,32,331,6,16,38,6.93,3943.21,4097.93
30970,683,28,93,7,20,15,1.96,1306.24,3167.53
30971,693,40,253,10,23,81,12.27,2746.39,7875.01
30972,215,37,264,7,8,91,0.22,3702.74,19557.37
30973,118,42,301,11,12,3,12.41,835.84,1270.23
30974,227,47,457,14,21,28,14.66,1283.15,5845.24
30975,444,41,261,18,19,45,0.91,4441.74,4349.8
30976,549,16,479,5,13,21,10.14,4252.06,4328.92
30977,608,48,63,4,7,26,12.81,3077.59,6260.15
30978,632,8,330,9,21,82,9.23,690.31,4586.46
30979,437,3,171,17,25,27,12.15,504.39,5877.22
30980,12,3,88,14,4,99,10.39,253.04,21701.19
30981,122,10,145,6,20,5,6.0,3906.4,544.59
30982,547,12,239,19,5,57,0.26,839.44,19236.94
30983,489,15,331,13,10,55,8.58,3864.3,24367.18
30984,251,47,34,8,9,61,0.97,145.82,4873.74
30985,579,27,344,7,13,68,8.0,4799.88,13474.8
30986,482,46,264,18,6,84,14.54,2560.46,7002.76
30987,550,11,249,12,23,63,6.02,337.83,17601.77
30988,280,6,428,8,5,68,0.58,625.62,5454.42
30989,337,12,487,14,23,44,13.06,3259.15,9357.6
30990,168,18,408,1,12,75,13.23,2210.69,21007.67
30991,328,25,130,2,15,60,0.89,2318.12,23439.12
30992,246,34,392,17,10,94,14.92,674.01,19816.26
30993,591,26,287,13,5,81,2.85,3638.01,38135.47
30994,626,24,111,11,22,51,0.23,3991.82,24596.7
30995,301,16,300,18,17,3,0.88,539.0,290.07
30996,729,36,419,15,16,75,5.93,2503.54,13427.55
30997,200,36,58,3,21,55,5.59,3271.45,6681.77
30998,500,21,256,20,7,92,7.63,4594.74,12510.81
30999,13,30,4,17,18,97,14.02,2124.27,20665.0
31000,366,49,204,11,21,7,14.41,3469.69,2896.19
31001,719,20,119,4,4,96,6.01,3891.75,24917.12
31002,97,42,359,11,25,56,2.15,132.05,26488.39
31003,71,50,80,17,4,46,6.32,3950.37,10677.53
31004,357,19,22,8,13,41,1.38,3159.12,3262.23
31005,544,11,209,7,16,45,11.8,1061.6,8548.83
31006,250,14,473,11,17,58,0.51,2757.09,27894.21
31007,254,36,499,10,10,85,2.54,973.81,9180.44
31008,182,16,186,19,7,10,10.09,383.09,3042.28
31009,166,3,271,6,16,43,7.3,659.84,4618.69
31010,4,22,148,8,22,38,4.25,1220.63,2935.54
31011,463,43,287,5,6,77,13.72,3218.05,15240.33
31012,145,5,242,13,4,93,12.97,1030.35,39224.13
31013,165,2,325,18,11,87,0.74,4793.24,8424.05
31014,344,12,222,20,14,60,9.9,2210.01,7958.71
31015,105,45,182,5,16,98,6.34,1960.59,21055.89
31016,548,2,187,18,11,97,6.67,4320.06,8831.21
31017,314,37,246,12,14,32,3.49,3806.34,9181.27
31018,169,19,254,17,13,1,3.17,4292.39,239.93
31019,520,24,219,13,1,63,3.27,2061.64,29532.69
31020,598,5,430,5,7,6,0.19,288.96,1373.78
31021,436,26,398,16,7,92,4.5,3184.72,24403.99
31022,609,28,494,7,25,16,1.08,196.13,3409.02
31023,512,35,465,20,24,46,5.56,2816.62,6395.59
31024,409,19,478,14,17,79,5.56,1243.92,18250.51
31025,436,31,366,11,15,99,10.6,2954.67,42783.8
31026,315,19,132,1,9,87,2.96,1055.75,27253.17
31027,542,43,490,9,20,60,14.97,3393.95,3143.73
31028,613,44,196,14,10,55,14.83,3854.54,11458.86
31029,579,19,67,4,7,83,4.02,2794.85,21999.05
31030,63,20,263,2,5,41,4.67,2339.49,15405.86
31031,32,42,372,6,9,48,4.4,3929.4,5317.04
31032,599,17,295,13,4,95,9.55,2404.4,41642.19
31033,211,12,227,16,4,19,3.97,4283.36,5067.93
31034,463,35,333,19,4,99,5.54,881.54,31642.81
31035,563,26,292,11,1,80,13.94,1924.3,33281.12
31036,575,8,51,13,18,25,2.16,4668.8,11853.81
31037,80,40,292,6,24,87,3.37,4997.65,9740.97
31038,343,25,111,14,19,33,0.99,1493.27,7992.54
31039,232,25,220,17,6,89,0.64,4310.38,21911.28
31040,613,45,500,20,11,97,0.24,4623.29,14246.07
31041,129,22,288,9,23,51,4.52,3857.31,3000.57
31042,19,13,236,6,11,53,5.7,2726.71,5791.07
31043,357,42,206,18,20,31,4.34,4184.6,2892.81
31044,419,15,420,12,6,7,10.08,3979.68,1871.26
31045,606,23,163,12,21,23,12.33,3215.78,5994.59
31046,81,28,123,16,10,58,11.76,1972.19,14215.53
31047,615,48,358,4,15,22,3.61,1930.34,5855.98
31048,666,13,128,19,19,30,5.35,3472.98,9608.02
31049,118,32,303,4,2,75,1.43,4485.42,20415.08
31050,494,11,316,15,8,90,3.85,1314.95,16469.34
31051,492,44,453,20,3,53,3.81,1525.02,7505.38
31052,225,14,390,1,24,75,10.34,4278.83,21707.36
31053,419,35,396,9,18,24,7.78,4517.42,1363.82
31054,137,47,423,12,7,78,11.51,4642.47,20519.61
31055,226,43,116,1,10,54,7.2,3311.28,16176.65
31056,334,35,190,3,20,75,9.83,3951.05,8702.31
31057,229,50,363,17,15,74,1.29,3185.62,18099.19
31058,323,40,177,2,12,52,9.48,3510.04,18553.27
31059,108,23,12,15,9,56,13.6,3457.55,9208.44
31060,445,40,72,3,21,3,0.2,4545.12,385.27
31061,7,13,109,5,11,39,6.03,2514.54,8407.12
31062,128,6,338,15,22,28,11.4,3805.26,4721.46
31063,353,29,371,9,18,31,3.02,210.71,1852.53
31064,267,42,146,14,22,57,5.14,272.38,13226.65
31065,685,15,330,7,22,63,5.79,3893.06,12783.89
31066,214,5,198,16,3,9,0.49,2805.65,2487.59
31067,247,33,261,14,24,2,11.79,4990.27,431.56
31068,618,40,109,3,23,34,0.23,2755.78,4365.06
31069,595,2,87,7,22,66,9.4,1906.24,12879.46
31070,374,33,89,8,6,74,5.53,3006.84,5640.16
31071,421,25,263,15,19,52,9.57,4672.89,8949.53
31072,715,27,299,2,17,80,0.61,1333.56,31340.45
31073,41,48,377,4,10,43,13.16,2183.1,10311.77
31074,717,25,301,4,8,45,3.81,4872.53,11953.29
31075,348,5,197,11,2,41,8.1,1163.2,18214.03
31076,561,43,287,1,15,6,3.39,1286.99,1871.2
31077,143,40,382,13,18,78,1.95,425.16,37063.25
31078,141,4,147,4,11,51,4.85,1925.2,13400.59
31079,565,14,115,12,24,28,7.68,2263.44,7684.83
31080,107,17,484,19,15,55,10.92,3043.75,16578.1
31081,33,41,44,6,11,54,11.28,2659.77,5551.19
31082,200,27,114,14,23,77,13.95,2487.33,16208.15
31083,119,36,291,5,13,58,3.64,985.52,12820.89
31084,229,34,171,6,4,87,7.42,3538.6,9332.7
31085,630,10,249,4,3,47,3.24,2447.39,12558.53
31086,688,22,128,20,21,50,14.06,4816.95,6326.04
31087,185,41,73,8,9,65,10.05,1137.99,4717.16
31088,215,22,380,7,8,68,10.89,384.49,13051.51
31089,130,28,216,2,16,97,8.16,1478.51,35113.66
31090,272,48,146,2,7,22,13.66,1303.53,7486.99
31091,635,20,317,9,25,88,5.9,3283.74,5102.63
31092,8,49,172,6,19,24,13.62,4986.41,2402.12
31093,403,2,329,6,17,98,3.1,4421.05,11003.25
31094,579,23,181,13,6,89,4.5,3724.64,41190.28
31095,627,34,312,18,15,65,4.9,3847.21,6030.05
31096,369,48,102,12,5,67,9.65,1787.69,17996.3
31097,617,16,290,1,20,7,3.84,4136.59,2172.9
31098,537,28,161,6,24,64,9.38,2268.41,6720.09
31099,53,14,260,14,3,18,10.24,999.78,3952.28
31100,247,1,212,9,2,34,3.26,849.31,2026.78
31101,337,41,407,5,8,66,6.8,1995.51,14110.85
31102,281,15,306,4,12,21,1.14,298.09,5733.04
31103,33,15,420,11,14,49,7.1,3311.62,22004.85
31104,548,25,218,16,17,71,6.2,3513.7,18498.26
31105,343,43,447,6,13,28,0.32,2658.65,3233.98
31106,239,5,171,12,10,32,4.43,806.66,9091.84
31107,492,8,449,6,3,74,2.25,2801.9,8381.46
31108,729,22,295,11,16,94,0.86,1355.6,45048.82
31109,177,39,427,19,25,84,10.31,1670.68,25492.66
31110,44,38,32,3,12,61,13.4,2926.26,6797.65
31111,304,39,240,6,17,57,6.19,552.56,6195.77
31112,670,46,115,19,20,50,12.05,615.22,14879.82
31113,269,43,348,17,19,96,3.06,4000.82,23059.0
31114,683,14,88,13,1,65,6.89,1009.84,29329.93
31115,400,19,13,6,14,7,10.96,2046.55,722.19
31116,603,26,444,5,24,30,2.93,254.78,6680.36
31117,431,38,353,8,10,32,9.41,3336.84,2338.82
31118,421,33,12,20,14,37,7.03,2318.21,5064.21
31119,131,46,417,19,21,9,4.21,2601.83,2917.12
31120,410,12,125,12,16,30,8.6,4060.99,8151.69
31121,225,29,142,3,6,69,10.78,3028.94,7921.77
31122,143,12,13,7,19,16,3.79,2041.0,3315.63
31123,578,29,176,8,25,47,9.29,1327.52,3439.69
31124,540,41,61,12,5,37,9.44,2409.57,9961.36
31125,125,41,319,4,13,51,9.89,4891.72,12690.78
31126,212,46,441,19,3,32,7.86,2782.86,9976.77
31127,428,20,165,2,24,23,1.42,4057.55,8936.95
31128,437,34,347,14,21,39,14.19,1813.54,8186.43
31129,592,46,132,19,14,12,5.04,1732.69,3855.79
31130,238,30,196,7,19,27,8.07,3395.08,5346.22
31131,644,29,232,18,24,97,10.42,640.53,8476.37
31132,328,39,185,5,11,35,9.64,2364.67,7255.0
31133,119,47,367,5,13,67,6.58,3383.05,14358.47
31134,46,40,318,7,1,51,7.18,3567.19,10196.17
31135,84,2,272,5,15,5,5.74,423.6,1081.16
31136,352,26,39,16,20,38,0.7,2489.71,10481.0
31137,13,1,319,4,24,50,3.86,2227.54,13274.53
31138,637,28,360,15,14,58,5.03,4634.65,10483.32
31139,172,8,82,11,9,9,2.92,982.35,4223.56
31140,234,31,272,12,14,24,6.98,2882.29,6636.94
31141,181,39,175,7,22,53,11.76,1962.48,10073.19
31142,51,50,479,11,9,91,4.9,2658.59,41833.92
31143,681,19,218,1,10,87,14.99,4927.76,23874.61
31144,395,13,23,2,21,96,14.52,4825.38,32345.08
31145,429,16,436,17,15,55,3.88,3038.23,13099.14
31146,274,23,120,9,5,7,2.42,2174.48,420.9
31147,207,11,378,13,13,30,8.07,1493.74,13365.33
31148,148,24,376,7,11,98,11.16,2165.79,18752.54
31149,300,10,112,19,15,71,8.77,3877.36,21917.34
31150,453,5,112,4,11,1,2.92,4338.91,268.09
31151,549,12,442,17,10,14,12.25,4186.09,3043.98
31152,673,36,194,8,20,22,4.5,4749.92,1695.09
31153,383,26,313,19,19,35,12.46,420.19,10367.32
31154,618,28,166,13,14,61,2.88,1919.53,28710.44
31155,534,16,459,1,21,71,13.3,1392.25,19871.22
31156,233,2,5,3,17,9,4.87,3608.72,1101.72
31157,634,26,303,18,10,26,5.09,3909.42,2407.2
31158,129,4,398,17,19,82,12.73,3009.27,17731.48
31159,729,29,208,19,7,52,0.56,2625.69,17496.71
31160,660,16,48,6,20,22,1.31,1779.47,2515.75
31161,570,22,41,19,22,54,0.51,2551.49,18178.79
31162,237,43,179,4,4,99,2.36,577.56,26693.65
31163,582,6,37,5,22,43,5.77,3224.09,9295.04
31164,701,28,149,14,22,67,8.12,1716.36,15058.71
31165,575,11,392,12,2,63,3.18,4784.89,18133.68
31166,485,42,206,1,18,30,5.93,475.96,9110.02
31167,241,47,137,2,11,74,10.36,2949.3,26146.05
31168,697,21,396,19,23,69,8.43,4328.46,21379.33
31169,223,26,463,2,8,92,8.85,4412.08,33053.47
31170,99,39,25,7,7,41,10.45,4642.66,7908.15
31171,557,47,277,3,2,21,13.2,2104.54,2345.58
31172,273,22,174,8,25,62,3.71,592.55,4816.58
31173,399,30,226,19,1,83,1.21,4529.56,27744.89
31174,517,30,26,12,19,20,0.81,2417.16,5897.64
31175,430,33,254,4,7,23,12.23,2881.47,5574.67
31176,523,40,118,16,1,10,4.83,3130.54,2643.44
31177,348,30,324,4,9,27,12.55,457.11,6520.32
31178,551,37,153,1,8,90,14.72,4510.88,24776.31
31179,451,30,424,1,10,61,12.04,2641.47,17320.56
31180,42,26,160,5,3,30,8.45,2286.21,6300.47
31181,715,6,62,7,10,35,11.85,3160.93,6645.32
31182,94,4,29,6,6,71,9.86,1693.47,7415.61
31183,486,15,470,11,4,58,1.06,1774.56,27740.01
31184,517,36,98,4,18,92,0.77,2852.12,25210.18
31185,564,3,19,11,18,93,14.72,4832.61,38338.65
31186,150,16,178,14,17,34,11.86,2236.56,7330.67
31187,717,16,326,5,1,27,12.14,3857.48,5441.87
31188,499,40,148,1,12,40,11.0,2153.32,11492.04
31189,371,27,464,15,14,18,6.31,4635.0,3209.59
31190,699,6,97,14,13,11,12.59,3418.22,2352.05
31191,485,21,393,3,24,53,12.67,1768.35,5955.94
31192,665,13,342,16,6,45,2.42,3466.47,12196.72
31193,383,9,290,1,23,89,5.52,804.33,27144.19
31194,628,41,495,14,5,51,1.21,4495.51,12324.66
31195,661,43,339,9,3,93,1.73,2127.02,5631.52
31196,192,8,120,9,14,51,3.59,4208.33,3029.8
31197,221,28,233,8,6,42,9.21,3555.57,3076.47
31198,47,45,169,20,11,64,7.21,1446.44,8742.75
31199,127,19,293,11,19,71,3.82,744.51,33010.32
31200,727,29,68,5,22,4,5.59,1130.75,866.31
31201,7,31,197,4,22,88,9.14,2223.64,22080.07
31202,696,33,192,11,5,95,5.79,2522.54,43264.06
31203,116,49,332,8,12,66,1.16,739.76,5263.11
31204,564,6,97,5,14,14,1.27,1265.67,3170.81
31205,366,44,51,11,10,88,1.5,3018.89,41901.11
31206,46,4,59,13,6,16,6.36,1315.46,7260.77
31207,393,16,457,8,2,82,6.68,4334.14,6173.83
31208,23,3,447,13,24,37,0.08,655.14,17916.6
31209,131,25,127,16,17,46,3.9,1070.68,12278.66
31210,127,17,172,1,2,35,6.44,2188.4,10570.74
31211,445,22,376,19,20,18,2.23,4466.3,5954.84
31212,309,18,93,8,18,74,2.14,785.01,5842.56
31213,708,32,478,17,17,32,7.75,2077.08,7314.47
31214,433,18,93,19,4,30,2.64,898.7,9883.11
31215,473,26,173,10,11,64,0.46,4831.57,7059.85
31216,48,50,180,16,1,66,12.44,2896.77,16051.64
31217,82,25,17,1,23,1,7.54,3070.75,298.47
31218,109,28,35,11,10,2,6.41,3621.2,904.83
31219,263,40,13,1,25,51,7.4,1659.82,15245.03
31220,31,23,46,9,23,4,12.9,2652.78,214.68
31221,358,8,420,20,22,21,4.19,2332.69,2962.08
31222,568,13,4,19,5,29,6.35,1989.25,9189.62
31223,480,44,317,3,5,16,12.95,2543.25,1792.26
31224,189,47,193,20,20,4,6.2,4979.71,552.37
31225,5,10,486,10,9,17,4.03,1484.06,1808.02
31226,286,41,43,3,16,5,0.57,4440.08,639.73
31227,657,3,283,2,13,69,14.29,3867.06,23310.58
31228,394,10,220,10,17,31,7.65,516.01,3172.61
31229,455,49,89,6,17,48,13.11,4441.24,4832.61
31230,708,15,472,14,25,4,2.53,4534.08,953.72
31231,426,24,450,14,22,25,9.36,2189.28,5543.09
31232,27,10,279,20,17,3,1.61,2128.39,434.55
31233,127,21,307,5,14,90,12.52,4559.59,18061.12
31234,135,46,342,6,16,40,0.7,3739.0,4602.36
31235,535,48,338,9,6,44,9.45,1168.1,2455.06
31236,331,38,184,4,4,41,14.12,4407.99,9723.46
31237,629,39,308,6,12,90,0.72,3808.92,10353.22
31238,392,42,54,6,17,1,10.74,2082.35,103.43
31239,8,50,144,9,19,76,7.61,686.58,4326.73
31240,613,28,224,4,2,29,6.81,2392.14,7462.98
31241,261,41,323,2,1,62,4.2,4407.09,23411.53
31242,199,2,257,20,7,25,1.96,3383.49,3608.36
31243,598,41,98,15,7,65,10.71,4323.43,11045.89
31244,386,4,493,2,21,66,9.01,3167.41,23670.65
31245,472,43,410,14,6,69,1.57,3419.7,16613.78
31246,179,49,494,19,20,72,10.8,3762.8,21731.47
31247,450,3,360,12,18,43,10.09,994.2,11493.62
31248,240,32,444,9,15,5,7.54,125.29,284.87
31249,524,47,494,7,24,80,6.45,810.62,16119.79
31250,183,34,454,11,10,32,3.55,4237.66,14919.66
31251,358,16,300,5,8,54,7.44,3420.99,11465.96
31252,376,4,36,4,11,82,3.36,390.69,21883.45
31253,702,18,9,17,21,23,2.13,2713.43,5577.55
31254,727,28,135,12,13,10,8.07,2188.1,2732.99
31255,538,42,31,13,22,71,9.66,1109.06,31084.21
31256,82,6,417,5,22,93,12.93,4260.96,18575.69
31257,358,43,310,6,14,26,1.19,2389.23,2976.77
31258,185,42,196,14,19,29,9.07,2231.38,6450.56
31259,288,1,326,3,20,51,11.12,1649.02,5832.91
31260,62,16,203,15,19,80,6.42,1721.56,14248.12
31261,507,37,104,5,25,65,13.69,2162.45,12869.68
31262,462,9,205,5,14,96,5.97,3270.44,20707.66
31263,30,17,329,16,18,43,2.31,3917.74,11667.78
31264,31,36,51,18,18,36,8.59,1013.94,3210.14
31265,293,34,382,17,8,14,7.16,2188.94,3220.55
31266,173,31,146,11,7,37,6.86,4927.58,16658.83
31267,614,34,26,3,14,94,7.42,4070.26,11198.4
31268,128,37,471,5,20,31,1.29,2029.37,7019.66
31269,86,34,215,15,16,50,3.88,2556.26,9146.78
31270,315,45,51,17,16,76,9.0,4996.24,17136.46
31271,28,37,190,11,18,52,8.36,2429.44,23035.36
31272,122,1,389,14,7,68,2.17,1496.08,16273.2
31273,251,15,138,12,10,13,10.74,670.33,3449.69
31274,573,31,431,8,19,96,14.89,3044.73,6592.01
31275,403,14,40,18,22,24,11.16,2681.49,2079.92
31276,683,44,211,11,2,62,8.12,3655.9,27537.17
31277,443,34,328,12,20,85,4.87,1124.61,24039.02
31278,272,1,271,2,9,86,12.53,2781.54,29650.37
31279,113,35,403,5,23,12,9.86,1883.17,2481.37
31280,706,11,324,9,19,28,8.76,3789.01,1574.22
31281,394,17,355,17,18,3,11.43,1192.32,658.38
31282,19,5,165,5,11,21,5.03,3164.23,4575.08
31283,605,17,204,7,8,36,11.73,3011.34,6844.49
31284,729,18,287,2,23,34,3.23,1367.34,12968.57
31285,465,25,336,18,5,97,7.3,1785.82,8771.6
31286,691,35,448,5,24,79,0.08,465.45,18108.1
31287,191,47,488,3,24,3,4.02,3777.53,370.52
31288,493,16,341,11,14,78,8.22,2541.44,34605.83
31289,163,47,183,3,22,60,0.44,4331.59,7686.83
31290,612,49,125,3,23,67,14.03,4972.74,7411.96
31291,699,50,340,10,4,37,8.77,4394.26,3740.74
31292,295,23,316,7,2,69,3.28,1025.47,14374.44
31293,579,40,122,4,10,79,2.95,3364.51,21172.28
31294,73,21,178,6,10,70,7.28,4770.57,7520.43
31295,701,29,406,13,16,97,7.65,1701.92,43412.02
31296,562,46,300,15,17,20,2.98,1740.9,3692.97
31297,309,36,325,12,24,61,10.88,1461.45,16161.64
31298,302,10,136,17,13,80,5.32,4129.16,18767.85
31299,308,20,264,15,23,5,3.36,2566.39,919.63
31300,124,7,33,3,25,77,9.72,1097.22,8945.27
31301,669,30,475,7,15,13,9.16,3843.12,2543.58
31302,261,29,30,14,10,18,8.76,1208.65,4017.44
31303,195,1,92,2,4,72,7.12,3402.0,26358.9
31304,351,21,488,9,19,18,13.65,3091.64,957.76
31305,489,7,243,11,20,26,14.94,2752.5,10690.68
31306,200,44,210,12,3,85,6.74,3180.97,23566.48
31307,508,4,122,7,10,14,9.55,1519.51,2727.48
31308,580,39,372,6,13,44,12.09,804.03,4481.9
31309,446,15,394,18,22,3,8.59,1091.54,267.51
31310,80,34,168,3,19,48,9.42,319.94,5594.8
31311,698,2,269,19,3,58,5.35,3859.18,18575.5
31312,617,37,485,12,14,70,0.11,2549.17,20787.41
31313,469,3,445,19,1,29,5.27,3194.46,9295.6
31314,442,48,171,6,12,68,7.28,4400.98,7305.56
31315,654,4,55,11,3,67,5.91,1243.05,30473.68
31316,272,47,488,12,22,82,0.09,4480.9,24355.84
31317,343,49,435,2,11,44,3.31,987.09,16768.99
31318,124,43,87,10,16,66,9.77,1713.21,6599.53
31319,223,36,119,13,24,13,1.2,2253.1,6224.46
31320,490,27,403,17,25,10,4.2,1916.76,2373.73
31321,686,4,54,16,3,51,14.0,2729.67,12182.55
31322,703,36,23,20,10,81,3.56,870.02,11500.3
31323,652,19,318,3,10,58,14.23,950.1,6401.39
31324,297,34,425,11,2,60,10.29,2750.35,26019.49
31325,119,16,336,19,14,60,1.36,2976.7,20026.09
31326,76,45,255,9,15,38,8.88,4403.7,2133.63
31327,621,40,396,8,20,43,0.31,264.75,3458.49
31328,631,22,228,1,1,45,5.87,392.29,13673.75
31329,258,32,132,18,22,24,3.61,1416.71,2256.68
31330,532,2,12,15,5,70,3.08,163.01,12912.07
31331,631,17,411,18,11,36,3.07,2201.27,3403.99
31332,351,23,14,1,9,60,12.68,4627.88,16912.66
31333,649,44,16,15,23,24,6.68,3581.15,4262.56
31334,277,46,93,18,18,50,2.24,3556.27,4768.24
31335,255,12,378,13,16,76,1.63,2780.45,36230.77
31336,264,13,396,1,6,76,4.51,4874.86,23427.1
31337,679,10,437,13,12,33,5.71,1731.5,15079.29
31338,677,4,271,13,16,22,7.59,2285.46,9852.42
31339,29,7,1,16,19,57,7.4,442.73,14660.73
31340,467,2,284,16,8,8,5.39,2069.04,2102.31
31341,35,15,264,5,13,50,1.31,3460.02,11319.74
31342,294,36,352,20,5,27,8.7,3047.77,3629.12
31343,602,9,376,13,4,60,7.45,650.82,26910.95
31344,203,24,89,19,21,74,11.71,2034.87,22107.27
31345,68,6,227,13,16,48,13.5,4719.74,20121.42
31346,131,49,76,7,7,8,12.1,565.17,1514.62
31347,111,7,188,5,16,11,11.22,3180.11,2240.27
31348,524,16,134,6,17,49,9.8,3919.67,5121.22
31349,288,17,191,1,16,28,10.73,3503.93,8068.83
31350,687,30,223,20,7,22,2.82,3542.39,3147.5
31351,666,8,122,9,11,21,7.51,3140.08,1196.84
31352,43,3,9,13,6,4,0.16,3357.64,1935.38
31353,717,25,308,19,6,55,12.13,4925.72,16352.91
31354,684,29,473,4,12,75,4.11,947.67,19860.02
31355,294,21,310,15,11,78,8.77,4997.93,13543.06
31356,285,6,212,20,12,89,12.42,3299.78,11475.24
31357,564,23,486,1,24,12,12.65,403.2,3383.69
